UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
2718,47670,Erth,14-03-2020,stock price increase trumppressconference declaring stateofemergency president action helped boost market confidence devastating week loss covid coronaoutbreak lockdown coronavirususa wuhanvirus coronapocalypse,Positive
2719,47671,"Wexford, Ireland",14-03-2020,keep away crowd said people heard lets go shop stock pile cupboard production line food struggling keep needsin crowd common sense isnt common coronaviruspandemic quarantineandchill covid,Negative
2720,47672,,14-03-2020,group people gain panic caused covid people need win election fall people control medium food thought,Extremely Positive
2721,47673,,14-03-2020,pick hammer nail coffin shut surviving grocery store lineup covid,Positive
2722,47674,,14-03-2020,athlete covid horrible cant go boxing club gym fight cancelled diet fucked cause cant get hand decent food everyone panic buying everything put lockdown run metre backyard,Extremely Negative
2723,47675,"Washington, DC",14-03-2020,empty supermarket shelf pic ridiculous show hoarding symptom covid paranoia supply chain havent shut america thing restocked like normal,Negative
2724,47676,"Langley, British Columbia",14-03-2020,see ad toilet paper related item outrageous price facebook marketplace craigslist amazon social medium site flag report cant sell nobody see ad coronapocalypse toiletpaperpanic geteven covid,Negative
2725,47677,"Victoria, B.C., Canada",14-03-2020,social distancing boost online shopping expert say,Positive
2726,47678,New York,14-03-2020,ive got toilet paper try get corona virus coronapocalypse coronavirusupdates coronavirus coronaoutbreak panic panicbuying toiletpaper toiletpaperapocalypse,Neutral
2727,47679,"Washington, D.C.",14-03-2020,march th coronavirus fear take hold capitol went grocery shopping hour store opened already looked picked little meat onion potato toilet paper almost bread gone todayinwashington,Extremely Negative
2728,47680,"Havertown, PA, USA",14-03-2020,reality check covid made customer service worker remarkably like first responder cashier supermarket airline counter agent hotel restaurant staff retail store employee bank clerk list go,Positive
2729,47681,NY,14-03-2020,cityharvest incredible thing five borough nothing new work tirelessly year long help serve food insecure thousand rely month free fresh produce meal expect demand increa,Extremely Positive
2730,47682,"Akron, OH",14-03-2020,shoutout old woman grocery store today middle doomsday shopper buying bottle wine quarantineandchill coronaviruspandemic covid,Negative
2731,47683,"Melbourne, Australia",14-03-2020,went supermarket morning regular weekly shop official im done people society panickbuying covid coronavirus,Neutral
2732,47684,,14-03-2020,secret document reveal coronavirus could category intel personnel stock month food via timcast,Neutral
2733,47685,Canberra,14-03-2020,coronavirus preparation stockup,Neutral
2734,47686,Kuala Lumpur Federal Territory,14-03-2020,thing scare covid  people panic start hoarding shit limiting others foodmedicinesafety  people losing job cant afford pay rentmortgagesloans  start behaving like animal death die,Extremely Negative
2735,47687,"Kansas, USA",14-03-2020,covid doom ar price going yall see deal lmk,Negative
2736,47688,"Chandigarh, India",14-03-2020,shake hand someone sneezing coughing amp hand sanitizers stock coronavirus,Extremely Positive
2737,47689,4-1428 Speers Rd Oakville ON,14-03-2020,retail store closed march online store open free delivery service area office service department hour remain unchanged stay healthy healthandsafety covid ultimatepoolservice,Extremely Positive
2738,47690,"Highland Park, TX",14-03-2020,psa wanted remind everyone pet dont forget stock pet food probably want go store possibly exposed also wouldnt hurt buy new toothbrush coronavirus covid covid coronaoutbreak,Extremely Negative
2739,47691,UK,14-03-2020,coronavirus covid looking mall basic requirement milk butter anti bacterial soap paracetamols calpol baby nappy lot food product rice flour etc stock business opportunity increase price good,Positive
2740,47692,,14-03-2020,area thats running food people panic buying covid,Negative
2741,47693,,14-03-2020,covid government save stock food amp water every city world put quarantine coronavirus bitcoin blockchain bch bnb binance eos ada xrp xlm trx digibyte dgb monero litecoin ethereum coder coding bts,Positive
2742,47694,,14-03-2020,flight price low cheaper faster fly another country responsible testing even make airport turn back around proper precaution course covid covid coronavirus trumpisafuckingidiot maga,Neutral
2743,47695,,14-03-2020,youre busy covid medium buzz around anyone care notice oil price decreasing internationally rising r litre everyday india oilprices internationalmarkets,Positive
2744,47696,"Greensboro, North Carolina",14-03-2020,healthy habit wash hand coughing sneezing factsnotfear coronavirus,Positive
2745,47697,"Amsterdam, The Netherlands",14-03-2020,something im seeing run supermarket pet supply obviously dont panic buy please everyone think pet food litter etc get sick cant get day covid,Negative
2746,47698,90069,14-03-2020,first coronavirus shoot take place grocery store hospital losangeles weho culvercity,Negative
2747,47699,"Valencia, CA",14-03-2020,third street promenade apple store employee test positive covid company shutter store globally,Positive
2748,47700,"Los Angeles, CA",14-03-2020,hey la croix people spoken wed rather die thirst drink coconut flavor,Negative
2749,47701,"Los Angeles, CA",14-03-2020,hey jcrox saw thought,Neutral
2750,47702,,14-03-2020,dickhead stock piling home think u going get food supermarket empty better good home security covid coronavirus covidaus,Extremely Positive
2751,47703,7 Continents ,14-03-2020,worried smallbusiness excellent tip physicist scott paulson buy online gift card favorite place get little keep thing going get shoppingdining spreehaircut month two buylocal coronavirus smallbusinesssaturday,Extremely Positive
2752,47704,"Kuwait, Sri Lanka",14-03-2020,cokroach noticed last night luluhyperkw kuwait supermarket assigned cleaning staff sanitize shopping trolley its taken shopper covid,Neutral
2753,47705,"Oakland, CA",14-03-2020,weekend take moment thank delivery driver supermarket employee hospital worker amp pharmacy staff theyre stressed went work serve allinthistogether covid covid flyingwithsara maddow thelastword fredguttenberg tribelaw,Neutral
2754,47706,Toronto,14-03-2020,people kashmir stock food month syrian opportunity least stay home safe lockdown year forget palestinian coronavirus probably making point look life oppressed,Positive
2755,47707,"Cincinnati, OH",14-03-2020,let clear stock food week think were going quarantined coronavirus pound weight class working home next week,Positive
2756,47708,"Los Angeles, CA",14-03-2020,experiencing neighborhood grocery store afternoon would like say surivive katrina shit im invoking native new orleanian spirit saying were gon na ride bitch stay strong yall covid coronavirus washyourhands,Negative
2757,47709,CANADA,14-03-2020,skill high demand due covid call centreonline info clerk food delivery driver cleaning staff laundry worker frontline coordinator losing hour hospitalityevents management prepare changeadapt new demand coronavirus,Negative
2758,47710,Zentralschweiz,14-03-2020,dryfood week stock field tonns mices dont care food human plant next week patatoes food garden pawtrol always lot coronavirus catsoftwitter caturday,Negative
2759,47711,Apse Heath,14-03-2020,people moaning online theyve got toilet roll left shop fkin lazy get arses amp go shopping little hint panic get que quickly stop bleating notoiletroll coronapocalypse coronavirus,Extremely Negative
2760,47712,,14-03-2020,got know foodpaper product company aresecretlyvery happy covid panic buyingboardrooms trying hide smile,Positive
2761,47713,,14-03-2020,cant find stuff need target regular grocery store many local asian market hispanic market specialty store still many supply yes tp yummy snack could use business uncertain time coronavirus,Positive
2762,47714,,14-03-2020,quarantine measure imposed state world wake covid pandemic led surge screen time use online shopping among mass,Negative
2763,47715,s/h || ggs + and like 2 bgs,14-03-2020,grocery store toilet paper people walmart fighting like bitch punched bitch walmart brand one roll covid,Extremely Negative
2764,47716,Scotland,14-03-2020,check people rely online shopping delivery might stuck without item need toilet roll delivery morning brother went round shop amp found madness coronauk coronavirus toiletpaperpanic toiletpapercrisis,Extremely Negative
2765,47717,Worldwide,14-03-2020,people italy waiting shop supermarket attend billieeilish concert coronavirus coronavirusupdates covid covid covid,Neutral
2766,47718,,14-03-2020,im gon na need grocery store start putting limit many pack toilet paper people buy fr sale item u crisis items tp crisis item remember jacking price make jack covid covid covid,Extremely Negative
2767,47719,,14-03-2020,kyle drive f called covid hoax panic shopped bought toilet paper hand sanitizer water food still go crowded bar saturday,Negative
2768,47720,,14-03-2020,virus damaging bank account sitting home online shopping boredom better home amazon guy washing hand im gon na pc box kitkats ballgown ill never wear covid,Negative
2769,47721,,14-03-2020,small rant people gone wiped shelf grocery store entirely screwed people dont financial mean space store extra supply way go coronavirus covid covid chillout,Extremely Negative
2770,47722,"Nairobi, Kenya",14-03-2020,eprake think relieved kenyan lowering fuel price bob yet fuel price gone upto per barrel crude oil okay let wait next month see go covidkenya coronainkenya,Negative
2771,47723,"NY, NY",14-03-2020,apple closed nonchina store apple thoughtleader world retail soon thought leader starbucks applestores starbucks covid covid covid covid covid stayhome socialdistancing,Neutral
2772,47724,,14-03-2020,coronavirus like end world especially grocery store omy twitteroftime covid keepsafeeveryone pleaselike,Positive
2773,47725,,14-03-2020,sainsburys ordered standard food shop today including one pack nappy one box formula stock piling need week neither arrived ill toddler covid home cant get shop cant,Extremely Negative
2774,47726,World Citizen ,14-03-2020,lizmalafronte misssashamorton moiraewesfulone dradrianheald im impressed found loo roll give literally two pack local supermarket its big store dont gettit covid respiratory bowel related biz,Positive
2775,47727,"Niagara Falls, Ontario",14-03-2020,work grocery store dont wan na go work tomorrow coronavirus covid coronaviruscanada,Neutral
2776,47728,Hyrule,14-03-2020,wonder much online shopping increased since covid,Positive
2777,47729,,14-03-2020,everyone thinking going shopping weekend shoe wait top bought online please youre feeling weather dont go shopping big centre thats its spread put life risk covid stayhome coronavirus,Positive
2778,47730,"London, England",14-03-2020,its heartbreaking see people struggle praying better world managed get stuff praying future online shopping safest way coronauk covid coronavirusupdates coronavirus covidkindness tesco,Extremely Positive
2779,47731,"London, Surrey, Sussex, Hants",14-03-2020,im starting wonder stock pile need food ill tweet help thanks coronavirus keepthefaith,Extremely Positive
2780,47732,"Virginia, USA",14-03-2020,would good time people tweet merch online shopping bored coronavirus,Positive
2781,47733,"Hayward, CA",14-03-2020,post keep seeing yall regarding covid dismissing people trash af yes overbuying product tp sanitizer food even shit probs wont use etc frustrating let people experience panic its valid,Extremely Negative
2782,47734,?A,14-03-2020,today venturing abyss stock food litter girl dont forget prep furry ones need well covid panicbuyers coronavirus pet,Positive
2783,47735,,14-03-2020,half grocery order obscure thing listed not stock guess brave crowd stop buying food u want food fit dietary constraint cant afford stockpile coronavirus,Positive
2784,47736,nowhere and everywhere,14-03-2020,went shopping get random shit ok wanted snack food case self isolate surprised see lacroix abomination amys frozen meal still stock covid panicshopping coronavirus,Negative
2785,47737,deep space,14-03-2020,govts bailing afford go work right prioritising healthcare food water energy supply comms pumping money stock market worrying economy coronavirus covid,Negative
2786,47738,"Nairobi, Kenya",14-03-2020,uhaul offer free day storage amazon combat sanitizer price pornhub offer free premium service sproutfy offer free term school part help period letting market force work increasing price,Extremely Positive
2787,47739,"Powys, Wales",14-03-2020,midwales population wiped coronavirus covid atleast home full cat dog food mind theyre going evolve extremely quickly able open sachet soon put stock supermarket shelf go,Neutral
2788,47740,,14-03-2020,friend asked thing grocery storei never go grocery store weekend period never mind coronavirus pandemic even apocalypse thatswhack,Positive
2789,47741,,14-03-2020,subtweetshawn whats different cant catch heart disease walking grocery store flu wellknown virus vaccine still fighting covid higher mortality rate contagious,Extremely Negative
2790,47742,,14-03-2020,please remember flu larger threat u covid fear mongering medium hyped panic making worse im concerned store near food,Extremely Negative
2791,47743,London/Beijing,14-03-2020,beijing height yet supermarket queue grocery hoarding tension public transport coughed sneezed landlord advised beijing govt give leeway tenant cant work im proud beijing handled covid,Negative
2792,47744,montreal,14-03-2020,covid panic buying hit grocery store across canada panicmode please stop rushing grocery store,Negative
2793,47745,,14-03-2020,journalist crude price reduced lot govt pa benefit consumer lowering excise duty nsitharaman chaliye vanakkam copied smackdown covid coronaoutbreak,Negative
2794,47746,"California, USA",14-03-2020,thomaskaine corlesshanson im stress eating food stock ill either die coronavirus malnutrition,Extremely Negative
2795,47747,Correct Time Zone,14-03-2020,neighborly time covid check older neighbor go shopping kid immunocompromised elderly quarantine simultaneously watch movie play online game etc others may also qtine got suggs,Positive
2796,47748,,14-03-2020,start list restaurant provide paid sick leave staff greatly assist staff cope ill reduces chance sick staff coming work infecting restaurant customer olive garden longhorn steakhouse etc saferestaurants,Extremely Negative
2797,47749,,14-03-2020,fining people home wout good reason grocery store pharmacy outbreak test italy limit week lockdown began covid coronavirus via youtube,Positive
2798,47750,,14-03-2020,supermarket greeting people know city lockdown covid,Positive
2799,47751,"Sacramento, CA",14-03-2020,wow worse covid case please stay safe stock toilet paper please please please stock food like bean rice corn dont forget water lost water covid,Extremely Positive
2800,47752,"Chicago, IL",14-03-2020,yashar watch coronavirus food folk stock item probably donated food pantry,Neutral
2801,47753,,14-03-2020,shit aint even worried covid anymore im worried yall high rising demand food essential,Extremely Negative
2802,47754,los angeles,14-03-2020,left grocery store people hoarding bottled water dont get covid losangeles,Neutral
2803,47755,Canada / Australia,14-03-2020,someone anaphylactic allergy dont use online grocery shopping cant brand sub hoping panic settle somewhat doubt buckle everyone ride begun big grocer canada preparing covid,Negative
2804,47756,,14-03-2020,thecryptodog covid spreading animal food air water handshake traveler social medium way dangerous virus didnt strong social medium dont panic guy,Negative
2805,47757,"Illinois, USA",14-03-2020,light thats happening coronavirus stock please remember dont dick family need water baby need formula kid need food understand family important,Negative
2806,47758,Walktrip : SINGKOWTS,14-03-2020,covid spreading stupid keep ordering food shopping online,Extremely Negative
2807,47759,"Dublin, Ireland ",14-03-2020,many people stock pilled food toilet roll went sat pub last night shocking see many pub still full covid coronavirus coronavirusireland,Negative
2808,47760,"London, Salisbury and Wales.",15-03-2020,please stop panic buying need look especially vulnerable,Extremely Negative
2809,47761,,15-03-2020,total health protect buying grocery visiting grocery store,Positive
2810,47762,SAFEHOUSE,15-03-2020,online shopping delivers store fkkk coronavirus,Neutral
2811,47763,"St. Louis, MO & Mattapan, MA",15-03-2020,store outside greater china closed march th roughly retail store company sale incl website gt apple close store outside china,Positive
2812,47764,India,15-03-2020,spain number confirmed case rose mar death toll jumped according spanish ministry health consumer service social service,Negative
2813,47765,United Kingdom,15-03-2020,supermarket trolling panicbuyers ordered shopping online pack bogroll bought x pack substituted delivery x pack must genxer picking order legend coronavirusuk coronavirus,Negative
2814,47766,"chatham-kent, ontario",15-03-2020,food supply chain one strongest world government remains committed ensuring ontarians access healthy nutritious ontario produced food prepared please panic buy hoard,Extremely Positive
2815,47767,"Philadelphia, PA",15-03-2020,selfisolation ripple effect putting weight watching tv eating day every day running credit card debt online shopping finding dont actually like people much selfisolating coronavirus,Neutral
2816,47768,Brighton,15-03-2020,dog food appeal food shortage due becoming increasingly apparent romania appealing fund lady sirius dog rescue stock dog food week ahead worried please help,Extremely Positive
2817,47769,,15-03-2020,order limit contact ppl better order grocery online amp pay card possible shopping platform use instashop app show u grocery deliver amp distance location covid homequarantine,Positive
2818,47770,USA,15-03-2020,midst coronavirus covid outbreak strong immune system pertinent essential ever food bound boost immune system healthy food idea check,Extremely Positive
2819,47771,,15-03-2020,country today brain cell pm said need stock food gov handle covid flood people go mall buy ton food immediately wow soooooo much high confidence,Extremely Positive
2820,47772,,15-03-2020,russia demand cereal canned food increased background coronavirus,Positive
2821,47773,,15-03-2020,trump day thread cv case confirmed u u covid death toll rise claim tested despite doctor note brag boosting stock market threatens demote fed chairman court block k food stamp cut mar lago labeled virus hot spot,Extremely Negative
2822,47774,death,15-03-2020,lazy people wan na read article taken stevens remote work good way slow virus even put comic sans make fun,Positive
2823,47775,Nor CAL,15-03-2020,people lockdown italy amp wherever else get food dont go grocery store eventually maybe pharmacy prescription coronavirus coronavirusitaly iorestoacasa,Neutral
2824,47776,USA,15-03-2020,remember pet everyone panic buying food amp tp fear pet home remember stock food well usually give fur baby raw food purchased large bag good grain free kibble case,Extremely Positive
2825,47777,Toronto,15-03-2020,retail council canada said current high demand food toilet paper staple understandable number positive case continues climb urged canadian succumb panic,Neutral
2826,47778,USA,15-03-2020,national emergency declared coronavirus pandemic triggering run toiletpaper youre stuck home week stock food medicine videogames bit central,Negative
2827,47779,,15-03-2020,please go panic buy grocery store food supply impacted panic buying last thing need grocer anticipated onset covid done great job planning ahead,Extremely Positive
2828,47780,,15-03-2020,hi guy u want help frontliners donate kayo personal protective equipment ppe set food amp care package price exclude service fee,Extremely Positive
2829,47781,,15-03-2020,scientist health professional say panic covid mean buy year worth toilet paper bottled water canned food still need avoid large gathering prepared quarantine week,Positive
2830,47782,amidst in the pages of books,15-03-2020,dont panic instead put premium hygiene eat healthy food drink lot water take vitamin exercise combat pandemic covid take care folk,Positive
2831,47783,Mullumbimby,15-03-2020,scott morrison need protect vulnerable australian woolworth deliver basic food anymore online shopping emergency aged vulnerable,Negative
2832,47784,,15-03-2020,mayor inday sara duterte please panic hoarding food toothpaste tissue paper grocery supply guarantee protected covid disease hoarding futile attempt total waste money,Positive
2833,47785,,15-03-2020,woolworth cole consider online phone shopping elderly present pension card evidence make sure basic stock held live life satisfactorily coronavirus coronavirusoutbreak coronavirusaustralia,Positive
2834,47786,,15-03-2020,joshcullens hahaha online shopping amidst covid,Positive
2835,47787,In a drained swamp.,15-03-2020,please rt check elderly friend amp neighbor many fixed income afford stock food tp grocery delivered avoiding crowd reach amp offer hand,Extremely Positive
2836,47788,"Florida, USA",15-03-2020,trudeau need panic buying food household good supply chain disrupted yes stock little bit go store every day make sure taking need,Negative
2837,47789,"Wakefield, England",15-03-2020,elderly man tell today struggling buy usual grocery supermarket shelf empty together let look long term important thing,Negative
2838,47790,???????,15-03-2020,want start line shopping particularly age group gt existing customer ocado want luckily tesco albeit week wait delivery sainsburys website locked despite talking online help coronavirus,Positive
2839,47791,United States,15-03-2020,texas yall couple hire mariachi band play heb grocery store help ease anxiety lift spirit amid covid concern,Extremely Positive
2840,47792,USA,15-03-2020,increasing unease driving people stock food water toilet paper item spoke southern california resident shopping experience,Negative
2841,47793,"Kuching,Malaysia",15-03-2020,hey got something mind stocking food tamak called one step ahead sooner later country ada outbreak covid nauzubillahiminzalik everybody going stock food rice oil canned food sardine exceptional,Negative
2842,47794,,15-03-2020,former nurse remember youre grocery store post office etc theyre using glove everyone youre immuncompromised elderly baby ask change glove coronavirus highriskcovid,Neutral
2843,47795,"Poole, England",15-03-2020,certainly proactive compared hearing picture local supermarket yesterday,Extremely Positive
2844,47796,??,15-03-2020,food flying shelf target hilo big island two main shipping company say business usual matson say reserve ship also added meet demand necessary pic donna carey,Negative
2845,47797,,15-03-2020,covid update thailand entered phase faculty transferred u onto online school university unsafe urged stock food sanitary product apparently like ten people faculty contact someone,Positive
2846,47798,"??? ????????? ?????? 1, ???? ????, ????????? ??????",15-03-2020,prime minister vladars announced enactment decree control price basic food item protection equipment covid,Neutral
2847,47799,"Flagstaff, AZ",15-03-2020,lauvagrande people sick arent panic buying food united state population covid asshole panic buying food leaving none others especially others special diet actually need food su,Extremely Negative
2848,47800,Cymru,15-03-2020,important point online shopping coronavirus its company like amazonuk avoiding tax assisted conservative helped undermine nh public infrastructure try purchase anyone amazon support tax paying company,Extremely Positive
2849,47801,???? ????? ?? ???? ????? ?????,15-03-2020,coronavirus could potentially reduce carbon footprint shopping people drive supermarket use brick amp click online channel instead globalwarming climatecrisis,Neutral
2850,47802,"Wayne County, MI",15-03-2020,even tariqnasheed knew stock delivery today amp im delivered tomorrow house food still restocked daily b fba coronavirus covid,Neutral
2851,47803,"Los Angeles, CA",15-03-2020,reminder everyone stocking grocery forget also stock pet food supply got home petsmart bought month worth item,Neutral
2852,47804,"New York, USA",15-03-2020,went supermarket amp like remind everyone respiratory disease assitory disease please stop hoarding toilet paper thanks,Positive
2853,47805,"Ontario, Canada",15-03-2020,moms ex coworker year old two child reply story retailgrocery work covid iyoure grown woman telling year old grocery store employee suck up imma snap,Negative
2854,47806,,15-03-2020,retail council canada reassuring people supply chain remain strong grocery store pharmacy remain open panic shopping clearing shelf moment plenty food plenty good need panic shop,Extremely Negative
2855,47807,Welsh Girl abroad in Cheshire,15-03-2020,ti truth covid coronavirus stoppanicbuying,Positive
2856,47808,"North Carolina, USA",15-03-2020,toilet paper paper towel aisle mt olive nc walmart work extremely ridiculous people overreacting coronavirus give diarrhea wont prevent virus tpapocalypse stoppanicbuying,Positive
2857,47809,looking to get my life back,15-03-2020,thought people buying pasta bc covid kind joke actually went buy pasta yesterday stock cook today cheapest pasta gone wtf dude even everything close well still allowed buy food,Extremely Negative
2858,47810,,15-03-2020,damn grocery store panicking philippine covid pgarciamart nicroman,Extremely Negative
2859,47811,McMaster U ,15-03-2020,list store closing paying employee like actually care lush urban outfitter fossil hollister warby parker nike lululemon apple good know,Extremely Positive
2860,47812,United Kingdom,15-03-2020,striking many company taking action ahead government recommend uk based consumer giant unilever today ordered office based employee work home,Positive
2861,47813,"Perth, Western Australia",15-03-2020,supermarket queue italy due coronavirus according new rule italy need least meter distance customer everyone let market via dawkinsreturns covid,Neutral
2862,47814,Platform 9 3/4,15-03-2020,wanted see yall would react food rationed que popeyes chicken sandwich want see yall would react time panic sickness que covid,Negative
2863,47815,"Massachusetts, USA",15-03-2020,every retail store covid coronavirus panicshopping,Neutral
2864,47816,Killing animals for greed/sport is a mental health issue!,15-03-2020,stop killing abandoning pet evidence carry covid coronavirus stock pet food honestly cant wont pet shouldnt pet coronavirusupdates highriskcovid,Extremely Negative
2865,47817,,15-03-2020,added reserve copy glover stock sale made today go towards helping supply food sanitation supply water etc help need horrible time,Negative
2866,47818,,15-03-2020,went grocery store based saw fixed maslow hierarchy wtf,Extremely Negative
2867,47819,"Williamsburg, VA",15-03-2020,want support local business want spend lot time store restaurant buy gift card even offer online help keep small business afloat mini shopping dining spree look forward covid danger gone,Extremely Positive
2868,47820,,15-03-2020,utterly criminal working class internationally must demand end sanction worker must get access health care free testing paid sick leave housing food basic service must guaranteed fight,Negative
2869,47821,"New York, NY",15-03-2020,coronavirus show people dont alil stock foodbeverage house thing need purchase last canfood amp water everything else irrelevant,Neutral
2870,47822,Georgia ,15-03-2020,cancellation atlanta hunger walk big fundraiser atlanta community food bank please consider help bridge gap go stock visit page first,Positive
2871,47823,,15-03-2020,sundaymorning message emergency staythefhome stock nonperishable food minimize trip store pls dont greedy amp take water food ampwe together ive seen people hoarding everything fit grocerystop coronavirus,Extremely Negative
2872,47824,Australia,15-03-2020,advice coronavirus keep changing australian,Neutral
2873,47825,"Washington, DC",15-03-2020,learn right important tip remember coronavirus covid emergency know right paid sick leave report price gouging understand civil right guard scam prevent spread germ read alert,Extremely Negative
2874,47826,"San Francisco, CA",15-03-2020,time global pause button wait thing stock trading globally essential service food delivery infra maintenance done people continually tested covid get hazard pay health care guarantee ubiquitous testing weekly,Positive
2875,47827,C137,15-03-2020,going grocery store like episode chopped tuna cotton candy soy milk make entree,Positive
2876,47828,Lebanon,15-03-2020,thank god live worst day still shelf full food supply price lower usual never panic buying western individualism maybe trusting government,Positive
2877,47829,"Mayville, Wisconsin",15-03-2020,wake call homies food storage crucial least mo supply could legit leave house amp everything need stock little little grocery trip crisis amp good,Negative
2878,47830,"ÜT: 43.64624,-79.42516",15-03-2020,latest forecast coronavirus impact demand jump dramatically rural property near urban centre citizen become aware benefit living densely populated area disease spread rapidly food security family safety isolation,Positive
2879,47831,,15-03-2020,bet idiot voted ford one stock piling food thanks,Positive
2880,47832,,15-03-2020,covid pandemic american need buy toilet paper european need pasta food everyone need mask sanitizer gel kazakh its normal panicbuying thing load meat flour mom need buy shoe asap food,Negative
2881,47833,"Cork, Ireland",15-03-2020,please please ask people ricky buy need leave someone queue behind food family stock piling asking people make pledge via please share mate,Extremely Positive
2882,47834,,15-03-2020,urgent woolworth texted cancelled online shopping order full food available,Negative
2883,47835,New York,15-03-2020,online shopping thing may really catch coronavirus covid ecommerce,Neutral
2884,47836,"Coventry, England",15-03-2020,really need start looking online shopping seems option moment website crashing delivery availability youre coventry let know would like invite covid support network,Positive
2885,47837,"Regno Unito, Cambridge",15-03-2020,covid could permanent effect shopping habit online grocery shopping taking favour ocado britain biggest online supermarket,Positive
2886,47838,"Los Angeles, CA",15-03-2020,covid face mask stock regular price retail coronavirus covid coronavirususa coronavirusitalia coronavirusoutbreak health viruscorona corona cov nmasks facemask refugee news wuhanvirus store online europe trump,Neutral
2887,47839,"Las Vegas, NV",15-03-2020,we many people within community fixed income dont ability stock need ensure go grocery store product available them lasvegas coronavirus,Positive
2888,47840,"Tampa Bay, FL",15-03-2020,shout publix boot ranch location tampa road oldsmar theyre working hard keep store stocked clean folk frontline retail cant work home hat everyone pushing product coronavirus,Positive
2889,47841,"San Diego, CA",15-03-2020,stocked deal uncertainty covid take moment consider extra amp donate food bank panic buying creating shortage vulnerable let forget extended family community live,Extremely Negative
2890,47842,,15-03-2020,nobodyaskedmebut facebook filled ad mask selling rm beyond ie rm dear mask company dare donate mask want make money sell original price covid business like worst,Positive
2891,47843,Massachusetts,15-03-2020,tip asian grocer jam packed looking stock pantry hibernation seeing post people long line barren shelf supermarket visit asia food market lee canton supermarket henrietta mini h,Neutral
2892,47844,"Liverpool, England",15-03-2020,please unless shop online right dont lot people like rely online shopping medical condition disability mean leave home disabled coronavirus onlineshopping reliant,Extremely Positive
2893,47845,"Maryland, USA",15-03-2020,able go grocery store bar past couple night dont complain rink open still limited activity go plenty distance people remember wash hand coronavirus,Negative
2894,47846,"Boston, MA",15-03-2020,bookstore soft closing offering online ordering curbside pickup rather allowing people store spread covid store doesnt online shopping still open fullregular hour please pray one spread covid store,Positive
2895,47847,??,15-03-2020,covid update new financial responsibility flex cancelled notice resume irrisponsible shopping habit online duration pandemic thank understanding copingmechanisms,Positive
2896,47848,"North West, England",15-03-2020,worrying covid empty shelf shop selfish panic buying putting vulnerable risk perhaps consider vulnerable amp next time go amp panic buy pasta toilet roll amp hand sanitiser donate local food bank elderly,Extremely Negative
2897,47849,"Brooklyn, NY",15-03-2020,hey fellow new yorkers thousand fellow citizen experience food insecurity rely food bank demand increasing current situation little provide five meal donated join,Negative
2898,47850,England someplace,15-03-2020,local supermarket lot folk buying hand sanitiser cant buy loo roll havent seen one person obviously worried pushing trolley bare hand obvious way pa stuff around covid covid panicshopping,Positive
2899,47851,"Toronto, Canada",15-03-2020,im shopping local grocery store looking empty shelf thought hit company send rep retail store see product selling even apocalypse stuff doesnt sell coronavirus coronapocolypse,Negative
2900,47852,"Columbus, OH",15-03-2020,seems minuscule trivial right grocery store empty shelf soldout essential buying makeup tv job cant find meat chicken toilet paper revlon colorstay pressed powder full supply coronavirus coronapocolypse,Negative
2901,47853,"Rome, Italy",15-03-2020,covid caused sharp increase apple price poland ukraine russia moldova belarus price dropped meanwhile detail market report eastfruit,Positive
2902,47854,"Minneapolis, MN",15-03-2020,grocery store worker get work every day exposed thousand panic shopper entire shift incredibly stressful difficult situation u please kind appreciative shop,Negative
2903,47855,Click Link  ,15-03-2020,made grocery today panic buying usually grocery every sunday thankful antihoarding amp anti panic buying ordinance valenzuela city everyone chance grocery peacefully counter punch exceed number good,Extremely Positive
2904,47856,"London, England",15-03-2020,feel fortunate able stock food need hard many get worse economic impact covid consider donating local food bank,Negative
2905,47857,,15-03-2020,skynews dont supermarket limit number unit bought say two per person surely would easy solution stop panic buyer stoppanicbuying coronavirus,Positive
2906,47858,"Washington, DC",15-03-2020,covid challenge offset panic buying donating local food bank buy meal,Negative
2907,47859,,15-03-2020,commitment keep anthro community healthy amp safe please reach u share thought  were look one another well well see soon,Extremely Positive
2908,47860,Finland,15-03-2020,one grocery store helsinki appealed customer come store ill threaten personnel fight stuff steal stuff people cart mean happens people lost mind,Positive
2909,47861,,15-03-2020,whats difference gathering basketball hockey game gathering grocery store running around like maniac covid coronapocolypse coronavirus,Positive
2910,47862,"Global, Meet me at an Airport ",15-03-2020,impacted consumer spend across airline cruise line restaurant food delivery see published report,Neutral
2911,47863,"Los Angeles, Zurich, Istanbul ",15-03-2020,sergioaved therideshareguy missing something apple close retail store due covid people order cloud kitchen food handling guideline,Negative
2912,47864,England ,15-03-2020,currently likely place catch covid coronavirus supermarket due amount people panicbuying already carrying dont worry keep safe,Neutral
2913,47865,Helios,15-03-2020,thelastleg wouldnt good idea supermarket suspend delivery charge online shopping delivery covid situation,Negative
2914,47866,Sunderland,15-03-2020,dont forget cant make sit meal whatever reason take away service pick u think eating chinese food expose covid virus pls avoid u cost stock lock forever,Negative
2915,47867,"Oakland, CA",15-03-2020,people freaking toilet paper like great cornholio predicted cornholio toiletpaper coronavirus coronavirusmeme epidemic sickness illness crazypeople insanity pandemic fml covid covid,Positive
