Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Treatment,High Value,258.12,406.97,100.0,100.0,Yes
,,238.02,279.9,100.0,100.0,
,High Value,223.42,264.39,79.6,92.2,Yes
Treatment,,203.79,268.61,48.4,39.2,Yes
Control,Medium Value,180.72,223.49,79.4,79.7,Yes
Treatment,Low Value,180.31,280.1,70.3,73.9,
Control,High Value,184.45,219.56,70.3,81.5,Yes
Treatment,Low Value,97.57,147.25,27.0,33.0,No
,Low Value,217.91,258.04,70.3,71.5,Yes
Control,High Value,203.79,317.23,76.3,72.1,No
Treatment,High Value,244.94,372.67,94.3,100.0,Yes
Treatment,Low Value,203.79,298.72,54.7,58.4,No
Treatment,Low Value,203.79,311.62,51.5,59.3,No
Treatment,Low Value,237.19,364.15,70.3,44.1,Yes
Control,,189.54,231.73,53.6,53.1,Yes
Control,,255.37,304.88,91.9,95.8,Yes
Control,Low Value,218.15,251.68,52.0,59.9,
Treatment,Medium Value,184.49,270.03,69.7,61.1,No
Control,High Value,287.06,346.48,85.8,77.6,Yes
Control,,114.79,128.23,76.9,83.2,Yes
,High Value,307.9,477.01,100.0,100.0,
Treatment,Medium Value,164.29,280.53,70.3,82.4,No
Control,High Value,218.21,259.28,70.3,85.0,No
,Low Value,230.79,366.69,52.9,47.4,No
Control,,203.79,238.98,66.9,72.7,Yes
Control,Medium Value,203.79,276.81,69.6,73.9,
Treatment,High Value,203.79,431.85,100.0,100.0,No
Control,High Value,203.79,401.91,76.7,81.7,No
Treatment,Medium Value,209.74,328.4,77.2,78.3,No
Treatment,High Value,251.39,394.57,94.8,100.0,No
Control,Low Value,209.71,239.48,58.8,52.4,No
Control,Medium Value,212.93,246.78,70.3,99.8,Yes
,,147.25,174.26,39.7,46.1,No
Treatment,Medium Value,168.34,262.09,78.1,99.4,Yes
Control,Low Value,201.95,231.99,53.9,57.3,Yes
,Medium Value,246.87,375.51,66.7,94.5,No
Treatment,High Value,203.79,477.37,100.0,100.0,No
Control,Medium Value,203.79,250.73,81.5,87.6,Yes
Treatment,Low Value,271.41,421.55,48.4,56.8,No
Control,Medium Value,167.0,195.43,69.1,81.4,Yes
Control,Low Value,205.3,280.53,63.0,59.4,Yes
Control,Low Value,182.73,213.62,55.2,47.4,No
Control,Low Value,139.55,169.45,45.3,43.3,Yes
Control,High Value,153.43,185.9,100.0,100.0,Yes
Control,Medium Value,202.23,233.4,69.7,73.9,No
Control,Low Value,203.79,215.7,70.3,57.7,No
Treatment,High Value,203.79,305.2,96.1,73.9,No
Control,Low Value,229.4,272.51,70.3,52.7,No
Treatment,Medium Value,198.39,295.92,84.8,69.3,No
,High Value,182.78,294.28,79.6,96.0,Yes
Treatment,,203.79,312.59,55.3,67.6,No
Control,Low Value,170.67,202.24,50.0,58.0,No
Treatment,Low Value,268.3,410.83,61.9,64.1,No
Treatment,Medium Value,208.54,337.47,78.3,83.9,Yes
Control,High Value,195.73,233.99,90.6,100.0,Yes
Control,High Value,316.72,407.1,70.9,66.7,No
Treatment,,286.48,442.51,96.1,92.3,Yes
Control,,199.08,236.29,56.2,54.8,Yes
Control,High Value,195.5,235.85,70.3,73.9,Yes
Control,Low Value,203.79,265.64,55.8,76.0,
Control,Medium Value,140.24,165.93,70.3,84.3,
Treatment,High Value,290.03,450.08,91.1,83.0,Yes
Control,Low Value,216.61,261.16,70.3,73.9,No
Control,High Value,296.81,346.57,70.3,73.9,No
Control,,203.79,141.36,100.0,100.0,No
Treatment,Medium Value,203.79,260.96,58.9,74.6,Yes
Treatment,High Value,203.79,289.64,70.3,100.0,No
Control,Medium Value,164.38,193.4,78.2,74.8,Yes
,High Value,264.69,309.53,82.0,73.9,No
Treatment,High Value,224.58,357.3,70.3,100.0,No
Control,High Value,200.34,280.53,87.8,84.4,No
Control,High Value,182.15,222.19,100.0,100.0,Yes
Treatment,High Value,107.52,173.5,44.2,73.9,No
,High Value,203.79,353.89,66.9,83.4,No
Control,Medium Value,218.6,262.45,71.0,65.2,Yes
Treatment,,203.79,393.95,81.2,99.7,Yes
Treatment,Low Value,311.85,477.37,64.2,70.5,Yes
,High Value,203.79,287.0,85.2,73.9,No
Treatment,Medium Value,148.3,221.69,76.5,73.9,No
Control,High Value,234.94,280.49,100.0,100.0,
Control,High Value,316.72,407.52,95.9,100.0,No
Control,Medium Value,287.2,346.36,93.8,73.9,Yes
Treatment,High Value,199.18,311.82,100.0,73.9,Yes
Treatment,Medium Value,194.89,280.53,66.0,64.4,Yes
Control,Medium Value,260.4,299.85,69.8,83.1,Yes
,Low Value,217.89,248.3,66.1,68.8,No
Treatment,Low Value,234.77,363.07,70.3,53.7,No
Treatment,Low Value,189.86,293.03,70.3,73.9,Yes
Treatment,Low Value,221.24,350.05,69.1,73.9,Yes
Control,High Value,203.79,251.91,100.0,73.9,Yes
Treatment,,315.59,477.37,94.4,100.0,Yes
Treatment,Low Value,203.79,194.83,43.7,44.3,Yes
Control,Medium Value,203.79,166.72,68.6,69.2,No
Control,,195.19,227.28,77.3,79.1,Yes
Control,Medium Value,190.84,217.89,70.3,73.9,Yes
Treatment,,203.79,219.27,96.8,78.3,No
Control,High Value,143.26,167.79,86.4,83.3,No
Control,Medium Value,270.61,316.6,85.8,100.0,Yes
Control,,203.79,280.53,70.6,76.8,No
Control,,203.79,218.27,55.9,56.5,No
,Medium Value,224.09,325.47,70.3,84.9,No
Control,High Value,316.72,378.1,83.5,93.3,Yes
Treatment,Medium Value,223.64,339.99,68.7,90.1,
Treatment,Medium Value,218.8,320.03,70.3,77.6,Yes
Treatment,High Value,208.85,332.38,70.3,83.2,No
Control,Low Value,203.79,274.47,52.2,44.6,Yes
Treatment,High Value,240.55,368.03,99.0,73.9,Yes
Control,Low Value,279.62,280.53,65.6,76.0,No
Control,Medium Value,203.79,280.53,88.3,100.0,No
Control,Low Value,241.6,283.81,46.5,42.8,No
Treatment,Low Value,161.89,236.59,48.9,73.9,Yes
,Low Value,166.67,189.51,64.1,76.0,Yes
Control,Medium Value,116.49,132.56,64.7,75.6,
,Low Value,232.91,270.64,70.3,50.6,No
Treatment,Low Value,195.34,295.38,44.4,53.3,No
Treatment,,203.79,361.46,79.6,97.6,Yes
,,316.72,477.37,90.3,94.6,Yes
Control,High Value,199.85,280.53,70.3,100.0,No
Treatment,High Value,203.85,316.9,70.3,100.0,Yes
Control,Medium Value,203.79,218.64,81.8,99.0,No
Control,Medium Value,203.79,132.72,82.4,87.1,No
Treatment,High Value,231.86,356.24,70.3,66.3,Yes
Control,Low Value,243.34,281.79,70.3,66.9,No
,High Value,245.35,381.65,70.3,89.2,No
Control,Medium Value,134.17,161.97,70.3,80.9,No
Treatment,,189.22,292.11,59.3,72.4,No
,Low Value,205.27,239.81,51.9,60.1,No
Control,Medium Value,265.16,301.97,74.3,73.9,Yes
Control,Low Value,228.2,275.0,50.9,73.9,No
Control,High Value,225.13,264.4,70.3,88.1,No
Control,Medium Value,202.02,233.66,76.6,81.5,Yes
Treatment,Medium Value,257.51,391.58,58.6,56.5,No
Control,,188.58,224.01,75.5,88.4,
Treatment,,258.57,388.43,84.0,99.9,No
Treatment,Low Value,172.33,267.21,70.3,73.9,Yes
Treatment,Medium Value,302.13,464.11,59.1,73.9,Yes
Control,,232.57,280.53,59.2,47.7,Yes
Control,Low Value,203.79,127.39,58.4,56.4,No
Control,,251.8,300.31,74.1,71.7,Yes
,,203.79,305.88,53.7,57.1,Yes
,Low Value,225.06,262.94,35.0,32.7,Yes
Control,Medium Value,203.79,402.77,70.3,73.9,Yes
,High Value,226.65,346.95,100.0,73.9,
Treatment,Medium Value,149.07,237.03,76.3,83.5,
,High Value,298.71,280.53,100.0,100.0,Yes
Treatment,,127.07,188.82,62.0,49.1,No
,High Value,191.55,291.0,94.5,73.9,
Treatment,Medium Value,218.93,337.5,55.8,73.9,Yes
Control,Medium Value,174.81,200.81,73.3,71.0,No
,,237.63,370.34,92.2,92.1,No
Control,,218.17,268.97,63.3,91.8,No
Control,,316.72,372.47,70.3,100.0,
Control,,203.79,280.53,70.3,73.3,No
Treatment,High Value,243.57,280.53,95.8,94.7,No
Control,High Value,192.91,222.47,82.3,82.9,Yes
Treatment,High Value,210.64,319.6,95.7,100.0,No
Treatment,High Value,279.84,425.62,88.8,94.3,No
Control,Low Value,218.79,262.5,70.2,76.0,No
Treatment,Low Value,211.08,324.97,49.9,44.9,Yes
Control,Low Value,142.63,166.5,49.4,54.6,No
Control,High Value,312.33,372.81,70.3,82.1,
Treatment,Low Value,155.85,241.44,52.1,40.3,Yes
Control,,284.92,337.79,73.7,76.9,No
Control,Low Value,171.46,207.69,67.6,76.0,No
Control,High Value,203.79,354.4,70.3,92.2,No
Treatment,Medium Value,229.14,369.14,74.1,74.5,Yes
,High Value,144.88,163.3,84.4,61.0,No
Treatment,Medium Value,203.79,284.38,66.6,57.0,No
Treatment,,316.72,280.53,89.4,95.2,
Control,High Value,283.0,341.37,70.3,90.8,Yes
Control,Medium Value,197.77,231.26,89.7,92.7,No
Treatment,Low Value,253.73,385.26,52.3,68.9,No
Treatment,Medium Value,237.69,365.67,70.5,76.8,Yes
Control,Medium Value,300.61,355.21,54.7,73.9,Yes
,Medium Value,216.7,254.89,76.4,71.4,No
Treatment,Medium Value,206.1,310.12,73.8,53.6,Yes
Treatment,,203.79,412.34,79.1,90.6,Yes
Treatment,,255.62,401.47,93.9,73.9,Yes
,High Value,275.35,435.02,68.4,92.6,No
,Low Value,155.53,236.78,67.3,62.4,Yes
Control,Low Value,256.88,298.66,56.2,57.6,No
Treatment,Medium Value,203.79,404.63,70.3,77.3,No
,Low Value,203.79,280.53,67.7,73.9,
Control,Low Value,137.55,166.44,50.8,47.2,No
Control,Medium Value,157.51,186.09,59.2,73.9,Yes
Treatment,High Value,204.44,311.53,70.3,95.1,No
Treatment,High Value,240.81,377.77,90.9,100.0,Yes
,Low Value,134.39,159.95,54.0,49.4,Yes
Treatment,High Value,278.74,407.74,100.0,100.0,No
Treatment,High Value,208.14,312.7,95.6,100.0,Yes
,Low Value,256.44,303.92,70.3,44.4,Yes
Treatment,,203.85,316.9,65.9,81.3,Yes
Control,Low Value,168.35,207.54,49.4,55.2,Yes
Control,,203.79,174.37,51.1,67.4,No
Control,Low Value,234.79,271.15,49.5,60.9,
,Medium Value,229.73,272.59,59.9,70.2,No
Treatment,Medium Value,238.46,371.86,73.2,74.4,Yes
Control,Medium Value,282.03,280.53,67.5,57.1,No
,Medium Value,214.19,333.1,59.8,48.9,No
Treatment,Low Value,146.55,219.2,66.6,76.0,No
Treatment,High Value,162.32,242.34,70.3,100.0,No
Treatment,,203.79,286.78,69.9,73.9,Yes
Treatment,Medium Value,196.75,290.86,70.3,88.6,Yes
Control,,294.81,346.0,84.7,91.4,Yes
Control,Low Value,258.81,313.24,68.7,73.6,Yes
Control,High Value,316.72,384.68,70.3,100.0,Yes
Control,,203.79,227.81,65.1,71.0,Yes
Treatment,High Value,191.02,289.82,87.0,73.9,No
Control,High Value,138.98,165.26,95.6,100.0,No
,Medium Value,219.61,333.65,69.9,78.3,Yes
Treatment,High Value,298.89,453.57,100.0,100.0,Yes
Control,Low Value,163.09,195.08,59.0,70.0,Yes
Control,High Value,157.14,180.38,100.0,100.0,No
Control,Low Value,284.85,332.35,59.1,67.9,Yes
Control,High Value,199.86,280.53,70.3,98.0,Yes
Treatment,,236.45,351.29,71.3,83.5,Yes
Treatment,Medium Value,188.77,292.43,70.3,70.9,Yes
Control,Medium Value,164.17,195.53,95.0,73.9,Yes
Treatment,Low Value,232.37,348.63,70.3,73.9,Yes
Treatment,Medium Value,130.76,189.11,72.7,80.2,Yes
Treatment,Medium Value,275.86,435.6,87.1,73.9,No
Control,Medium Value,242.73,291.13,72.0,85.2,Yes
Treatment,,199.77,310.37,73.0,71.1,No
Control,Medium Value,217.08,257.86,74.1,73.9,Yes
Control,Low Value,221.65,266.36,50.9,48.4,Yes
Treatment,Low Value,170.75,266.87,46.9,57.0,No
,Medium Value,223.72,337.44,76.8,65.7,No
Control,,178.22,208.74,71.7,68.2,Yes
Treatment,Low Value,97.77,144.74,53.0,41.5,No
,High Value,203.79,440.28,99.7,95.9,No
,Low Value,303.12,361.12,52.9,57.7,Yes
Control,High Value,203.79,330.91,98.3,100.0,No
Control,Medium Value,214.64,255.32,58.6,73.9,No
Control,Medium Value,195.02,230.3,58.0,51.4,Yes
Treatment,Low Value,203.79,289.33,43.8,45.3,Yes
Treatment,,202.59,317.5,70.4,73.9,Yes
Control,,259.3,315.07,73.7,76.8,No
Control,High Value,100.73,117.91,100.0,100.0,Yes
Control,,88.04,112.6,70.3,73.9,Yes
Treatment,High Value,203.79,439.68,70.3,90.2,No
Control,,186.79,232.16,70.3,75.2,Yes
Treatment,Low Value,161.9,248.57,48.5,58.5,No
Control,High Value,184.55,232.43,100.0,100.0,No
Control,High Value,203.79,244.71,87.9,100.0,No
Control,High Value,217.03,249.17,90.6,73.9,No
,High Value,316.72,477.37,70.3,100.0,Yes
Treatment,High Value,178.26,269.84,79.4,97.5,No
Treatment,High Value,280.43,429.12,99.9,73.9,No
Control,High Value,277.41,330.85,83.0,87.5,Yes
Treatment,Medium Value,209.26,335.35,70.3,73.1,No
Treatment,Low Value,234.79,280.53,36.0,45.1,
Control,Low Value,218.68,253.31,57.5,57.9,No
Control,High Value,175.22,208.89,70.3,100.0,Yes
Treatment,,203.79,316.9,70.3,43.0,No
Treatment,High Value,264.27,403.56,91.5,73.9,Yes
Treatment,,185.18,282.28,70.3,65.0,Yes
Treatment,Low Value,230.99,280.53,43.6,51.7,No
Control,Low Value,247.2,285.94,67.4,76.0,Yes
Control,Medium Value,223.96,265.39,83.6,95.1,No
Control,Medium Value,188.23,232.62,79.7,74.8,No
,Medium Value,184.71,280.53,84.3,84.9,No
Treatment,Low Value,203.79,266.25,51.6,51.8,Yes
Control,,173.62,190.82,56.1,73.9,Yes
Control,Medium Value,254.19,303.12,67.3,73.3,No
Treatment,Medium Value,185.09,288.24,70.3,94.8,
Treatment,Medium Value,203.79,325.94,82.1,90.9,No
Control,Medium Value,259.71,280.53,72.3,73.5,Yes
Control,Medium Value,203.79,239.54,57.0,61.1,No
Control,High Value,214.75,264.6,95.3,100.0,No
Treatment,Medium Value,258.83,397.66,66.7,68.3,No
Treatment,High Value,297.51,453.95,100.0,100.0,Yes
Treatment,Low Value,201.56,313.38,68.2,75.6,Yes
Treatment,Low Value,278.61,426.41,63.2,61.3,Yes
Treatment,High Value,257.66,280.53,88.8,73.9,No
,Medium Value,266.99,407.51,74.6,79.3,Yes
Control,Low Value,288.51,344.01,54.0,50.8,Yes
Control,Medium Value,196.65,240.09,62.5,74.2,Yes
Treatment,,195.21,285.04,65.1,60.7,Yes
Control,High Value,289.09,345.45,88.1,100.0,Yes
Treatment,,188.99,296.28,53.1,52.9,No
Control,Low Value,149.21,280.53,70.3,49.2,Yes
Treatment,High Value,218.62,341.02,70.3,84.6,Yes
Control,Medium Value,148.82,183.34,71.6,73.4,No
,Medium Value,221.14,267.23,49.1,52.7,
Treatment,Low Value,203.79,325.8,53.5,57.2,No
Treatment,High Value,301.67,473.4,59.5,90.2,Yes
Control,,312.94,372.31,70.3,79.2,No
Control,,201.56,242.77,70.3,67.1,Yes
Treatment,Medium Value,316.72,477.37,71.2,64.8,No
Control,,175.2,204.75,81.6,63.6,Yes
Treatment,Low Value,131.29,204.56,50.1,52.4,
Treatment,Medium Value,160.09,243.64,94.4,100.0,Yes
Control,High Value,177.15,280.53,70.3,69.4,No
Treatment,High Value,288.38,456.06,100.0,73.9,No
Control,High Value,316.72,395.89,96.3,100.0,Yes
Control,Low Value,273.57,329.65,56.5,72.6,
,Medium Value,136.02,198.91,83.6,95.7,Yes
Control,Medium Value,261.92,315.06,67.4,63.8,No
,,301.69,452.53,70.9,64.4,
Treatment,,240.7,372.33,70.3,73.9,No
Treatment,Medium Value,191.4,294.82,47.3,66.1,Yes
Control,,232.57,285.74,70.7,88.8,Yes
Treatment,Medium Value,172.99,260.92,70.3,73.9,No
Control,Medium Value,132.35,142.67,29.8,27.6,Yes
Treatment,Low Value,131.79,204.79,44.0,54.1,No
Treatment,High Value,285.9,280.53,70.3,100.0,Yes
Treatment,High Value,205.3,315.22,85.8,99.5,Yes
Control,Medium Value,239.89,279.92,87.1,89.5,
Control,,198.26,232.74,65.9,74.9,No
Treatment,,197.9,280.53,87.4,81.9,Yes
Treatment,Low Value,242.0,280.53,58.8,62.7,Yes
Control,Medium Value,297.86,355.88,81.8,76.3,No
Control,,164.06,192.56,49.9,61.6,Yes
Control,Medium Value,228.09,262.79,72.2,83.5,Yes
Treatment,Medium Value,167.18,251.33,70.3,85.1,No
Control,High Value,216.19,258.45,70.3,82.3,No
Treatment,Medium Value,178.22,270.74,70.3,73.9,
Control,,130.75,155.8,51.3,61.0,No
Treatment,High Value,302.03,457.91,100.0,100.0,No
Treatment,Low Value,202.95,315.98,61.1,76.0,No
Treatment,High Value,207.95,316.74,73.0,69.5,
Control,Low Value,203.79,223.76,55.6,56.5,Yes
Control,High Value,310.64,370.46,100.0,100.0,No
Control,,242.55,285.33,70.3,53.3,Yes
Treatment,Low Value,225.11,344.08,58.5,73.9,No
Treatment,Medium Value,195.24,298.32,80.2,66.8,No
,High Value,236.2,283.78,68.4,71.3,Yes
Treatment,High Value,177.53,286.55,81.6,84.1,Yes
Treatment,Medium Value,214.01,322.52,67.1,81.9,No
Treatment,Low Value,203.79,389.28,70.3,68.8,No
Control,Low Value,242.48,286.02,50.2,73.9,No
Treatment,,216.59,331.43,94.4,100.0,No
Control,Low Value,203.79,280.72,51.6,56.1,
Control,High Value,275.31,323.04,70.0,73.9,No
,High Value,227.01,265.73,56.5,73.9,No
Control,Low Value,229.07,281.73,49.4,73.9,
Control,Low Value,257.32,305.76,54.9,54.2,Yes
Treatment,,230.93,359.28,54.7,66.7,No
Control,Medium Value,203.79,209.38,61.5,57.1,No
Control,,223.9,276.5,100.0,100.0,No
,Low Value,211.99,249.93,51.6,66.4,No
Treatment,,192.06,288.39,82.5,85.9,Yes
Treatment,Low Value,269.4,408.03,61.5,76.0,No
Treatment,High Value,203.79,392.68,100.0,100.0,Yes
,Medium Value,202.33,280.53,78.0,67.6,Yes
Control,High Value,203.79,234.43,70.2,92.5,No
Control,Low Value,173.97,280.53,53.1,67.9,No
Treatment,Low Value,203.79,330.28,66.5,71.8,No
Treatment,Low Value,231.06,353.52,53.1,73.9,Yes
Treatment,Medium Value,183.84,280.97,57.3,63.4,
Treatment,,295.67,453.68,81.0,78.9,Yes
Control,Medium Value,201.05,230.95,79.6,96.6,Yes
Treatment,Medium Value,178.63,276.47,69.2,73.9,No
Treatment,Low Value,218.79,345.63,51.7,73.9,No
Treatment,Low Value,139.0,220.99,70.2,59.9,No
Treatment,Low Value,129.22,280.53,58.8,71.9,
Treatment,,175.24,266.19,72.3,67.3,Yes
Treatment,Medium Value,183.47,280.53,79.0,100.0,Yes
Treatment,,238.18,372.11,66.3,70.4,Yes
,Low Value,135.47,160.9,70.3,56.2,No
,Medium Value,241.15,289.86,99.7,98.3,No
Control,High Value,285.92,351.33,100.0,100.0,Yes
Control,Low Value,267.68,317.62,52.0,56.8,Yes
Control,,203.79,208.08,68.8,76.0,Yes
Control,Low Value,179.7,209.25,51.0,73.9,No
Treatment,Medium Value,316.72,477.37,94.7,99.4,Yes
Treatment,Low Value,262.51,400.91,52.0,50.3,No
Control,Low Value,187.85,226.08,59.2,68.1,No
Treatment,Low Value,245.83,384.04,58.5,60.6,No
Control,Low Value,202.48,246.64,52.3,46.2,No
Treatment,,196.73,311.72,57.4,58.6,Yes
Treatment,High Value,316.72,477.37,100.0,96.5,Yes
Treatment,High Value,306.52,280.53,70.3,100.0,Yes
Treatment,Low Value,203.79,428.72,57.3,71.2,No
,Low Value,144.24,212.49,60.0,76.0,
Treatment,Low Value,283.87,437.94,47.1,73.9,Yes
Control,Low Value,185.14,214.44,70.3,57.0,No
Control,Medium Value,213.25,280.53,82.8,88.0,No
,Medium Value,235.6,375.89,71.2,79.1,Yes
Control,Medium Value,252.84,307.12,70.3,68.9,No
Treatment,,294.89,454.81,68.7,67.6,Yes
Control,Low Value,242.12,282.25,57.0,56.4,No
Treatment,Medium Value,187.41,290.14,71.8,67.4,
Control,Low Value,153.52,280.53,55.5,73.9,Yes
Treatment,Low Value,179.79,280.86,53.7,48.0,Yes
Control,High Value,228.24,273.63,100.0,100.0,No
Treatment,High Value,244.73,366.15,77.2,65.6,Yes
Control,Medium Value,288.7,350.94,68.1,67.6,No
Treatment,Medium Value,222.74,337.9,64.6,56.9,No
Treatment,High Value,316.72,477.37,73.2,93.3,Yes
Treatment,High Value,316.72,477.37,89.4,100.0,Yes
Control,Low Value,186.15,212.77,45.7,73.9,No
Control,Low Value,116.67,131.91,55.7,54.4,Yes
Control,Medium Value,316.72,409.31,75.4,89.8,Yes
Treatment,Medium Value,199.11,302.21,70.3,71.3,Yes
Control,High Value,290.12,353.61,96.7,73.9,No
,Medium Value,193.92,285.3,49.0,38.5,No
Control,Low Value,269.4,320.49,66.8,60.2,Yes
Control,High Value,288.29,348.63,89.2,100.0,
Control,,158.56,191.33,60.4,73.2,Yes
Control,,125.77,142.17,70.3,79.6,Yes
Treatment,High Value,255.69,280.53,76.0,87.9,Yes
Control,Low Value,226.96,258.69,57.5,71.7,Yes
Control,Medium Value,255.55,302.7,70.3,69.6,No
Treatment,,184.42,290.18,61.2,73.9,Yes
Treatment,Medium Value,181.94,288.68,76.2,62.0,No
Control,Medium Value,203.79,136.04,78.3,81.7,Yes
Control,,173.99,206.21,59.9,66.6,No
Treatment,High Value,155.56,244.29,91.4,100.0,Yes
Treatment,Low Value,203.79,259.66,56.0,65.8,No
Treatment,Medium Value,243.21,365.0,89.1,73.7,No
Control,Medium Value,234.34,266.89,65.2,60.0,Yes
,Low Value,172.1,199.5,61.1,64.2,Yes
Control,High Value,253.96,296.86,97.5,100.0,No
Treatment,Low Value,267.62,407.62,44.8,73.9,Yes
Treatment,Low Value,185.48,298.3,44.2,42.2,No
Treatment,Low Value,141.5,220.31,56.1,66.4,Yes
Control,High Value,286.37,337.55,69.9,73.9,Yes
Treatment,Low Value,239.0,366.82,70.3,29.9,Yes
Control,Low Value,160.67,188.5,76.0,76.0,Yes
Treatment,Medium Value,203.79,288.41,70.3,92.5,Yes
Control,Low Value,100.22,110.91,61.6,75.5,Yes
Control,Medium Value,203.79,230.37,74.0,87.3,No
,Medium Value,177.12,271.18,95.7,99.3,No
,Medium Value,144.39,152.56,70.3,73.9,No
Treatment,High Value,203.79,322.26,97.2,73.9,No
Control,Medium Value,122.21,148.38,31.2,28.7,No
,Low Value,107.34,168.69,32.9,36.3,Yes
Treatment,Low Value,203.79,269.63,70.3,42.0,Yes
Control,Medium Value,297.64,352.71,79.8,91.3,No
Treatment,Medium Value,235.24,351.52,62.5,61.9,Yes
Control,Low Value,203.79,266.75,51.4,73.9,
Treatment,Medium Value,203.79,471.79,70.3,99.7,Yes
Treatment,High Value,294.83,460.28,92.1,100.0,No
Treatment,Medium Value,209.67,329.65,61.5,60.1,No
,High Value,151.65,226.69,87.9,83.6,No
Control,High Value,212.62,240.79,93.2,98.3,Yes
,High Value,316.72,477.37,70.3,73.9,Yes
Treatment,,261.93,412.72,77.4,61.2,No
Control,High Value,229.21,268.97,79.1,73.9,No
Control,High Value,203.79,280.53,70.3,59.1,
Control,Medium Value,218.0,250.75,70.3,73.9,
Control,High Value,210.29,254.36,70.3,98.2,No
Control,Medium Value,199.67,239.54,72.8,68.3,Yes
Control,Low Value,170.68,280.53,52.4,58.8,Yes
Treatment,High Value,268.85,405.81,100.0,100.0,No
,,168.01,198.92,80.7,62.6,Yes
Treatment,,268.11,400.48,39.3,41.0,No
,High Value,235.5,280.53,92.1,99.2,No
Treatment,High Value,179.19,271.43,86.8,100.0,Yes
,Medium Value,203.79,414.28,68.0,54.8,No
Treatment,Low Value,203.79,399.56,40.7,44.7,Yes
,,316.72,450.4,38.1,55.1,Yes
Control,High Value,316.72,388.46,100.0,73.9,Yes
Control,,195.55,237.55,89.7,100.0,Yes
,High Value,255.66,303.33,93.0,100.0,Yes
Treatment,High Value,316.72,477.37,83.0,76.1,No
Control,Low Value,164.15,189.87,44.2,53.0,Yes
Treatment,Low Value,136.08,203.7,50.2,60.1,No
Treatment,Medium Value,197.64,280.53,70.3,61.9,
Control,Medium Value,168.89,199.03,77.3,82.3,No
Control,Medium Value,203.79,231.33,74.9,73.9,No
Control,,205.91,280.53,98.3,100.0,Yes
Treatment,Medium Value,203.79,379.54,77.1,73.9,No
Control,Low Value,136.74,161.54,40.1,73.9,
,Medium Value,240.91,378.36,64.9,89.1,No
Control,Medium Value,184.9,221.3,65.3,64.3,No
Treatment,Low Value,223.36,347.48,56.3,73.9,Yes
Control,Low Value,225.36,272.66,48.8,46.4,Yes
Control,High Value,287.1,341.83,94.0,100.0,Yes
Treatment,Low Value,236.32,280.53,70.3,67.3,No
Control,,170.1,205.42,52.5,64.7,Yes
Control,,203.79,248.81,75.9,80.4,Yes
,Low Value,203.79,302.95,70.3,47.5,Yes
Control,High Value,261.25,301.14,91.5,96.8,No
Control,Medium Value,263.97,308.15,75.2,81.6,No
Control,High Value,172.17,190.07,99.3,100.0,No
Control,Low Value,246.24,289.17,50.4,73.9,Yes
Treatment,,128.55,189.94,81.2,73.3,No
Treatment,,152.19,231.01,92.7,100.0,No
Control,Low Value,203.79,200.91,50.3,52.1,Yes
Control,Low Value,203.79,261.64,70.3,57.7,Yes
Control,Medium Value,252.76,299.82,71.6,66.6,
Treatment,,188.02,282.47,91.5,96.8,Yes
Treatment,Medium Value,203.79,171.36,70.3,82.3,No
Control,,239.11,289.5,62.8,63.3,Yes
Treatment,,271.17,406.47,95.6,96.3,
Control,High Value,253.16,291.83,70.3,92.2,Yes
Control,,313.27,387.96,76.1,71.1,No
Control,Medium Value,203.79,271.52,66.1,73.9,No
Control,Low Value,154.4,193.42,45.9,39.0,Yes
Treatment,High Value,316.72,477.37,97.4,100.0,Yes
Treatment,Medium Value,196.21,311.23,74.6,86.3,No
Control,,188.92,224.87,66.1,69.2,Yes
Treatment,Medium Value,197.93,280.53,80.5,96.3,Yes
Treatment,Low Value,156.9,234.04,50.3,56.6,Yes
Control,High Value,218.69,243.36,76.4,90.5,Yes
Treatment,,203.79,403.06,56.8,60.4,Yes
,Medium Value,172.36,207.36,69.7,95.5,No
Control,,276.71,327.9,65.4,96.1,No
Control,High Value,131.44,149.82,70.3,73.9,No
Control,,203.79,381.28,75.5,43.6,No
Treatment,,306.55,477.37,64.3,65.3,Yes
Control,Medium Value,166.86,188.05,98.6,100.0,No
,Medium Value,220.04,341.22,62.3,79.9,No
Control,,281.16,323.23,97.0,96.5,No
Control,,203.79,206.12,81.8,73.9,Yes
Treatment,High Value,316.72,280.53,100.0,100.0,No
Control,Medium Value,223.29,261.29,79.0,79.3,
Treatment,,171.4,260.71,59.2,73.9,Yes
Treatment,Low Value,207.06,317.95,54.7,62.7,
Control,,177.57,212.62,87.0,94.1,No
Control,Low Value,203.79,232.99,65.2,73.9,
Control,,223.24,254.8,100.0,100.0,
Control,Low Value,203.79,188.89,66.5,72.2,No
Control,Low Value,230.8,280.62,70.3,53.0,Yes
Control,High Value,153.27,181.22,70.3,73.6,
Treatment,Low Value,280.95,437.23,49.0,47.6,No
Treatment,Low Value,203.79,324.22,59.5,66.0,Yes
Control,Medium Value,306.95,370.8,73.9,63.4,
Treatment,High Value,298.21,449.31,94.2,73.9,No
,High Value,203.79,261.96,100.0,100.0,No
Control,Medium Value,215.96,245.24,68.9,60.8,No
